id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-260,4,时序基础模型(TSFM),TimeCAP: A Channel-Aware Pre-Training Framework for Multivariate Time Series Forecasting,Chuan-Xian Ren,arXiv preprint,2026,preprint,,10.1609/aaai.v40i30.39700,https://doi.org/10.1609/aaai.v40i30.39700,提出通道感知预训练框架 TimeCAP：通道分组学习+自适应元路由内化多域变量间潜在因果关系，兼顾自回归与一次生成范式。
V2-261,4,时序基础模型(TSFM),ExoTimer: Leveraging Large Language Models for Time Series Forecasting with Exogenous Variables,Lan Wu,arXiv preprint,2026,preprint,,10.1609/aaai.v40i32.39908,https://doi.org/10.1609/aaai.v40i32.39908,针对外生变量建模中数值时序与外部语境语义鸿沟的问题，提出 ExoTimer：外生感知内生编码器+多属性提示嵌入深度融合 LLM。
V2-262,4,时序基础模型(TSFM),Energy-Efficient Training-Free Zero-Inflation Correction for Rainfall Forecasting with Time-Series Foundation Models,Wentao Gao,arXiv preprint,2026,preprint,,10.1145/3774904.3792998,https://doi.org/10.1145/3774904.3792998,针对 TSFM 连续回归输出无法表示降水零膨胀的问题，提出免训练包装器：经验发生率恢复离散零质量+PIT 分布对齐+广义 Pareto 尾映射。
V2-263,4,时序基础模型(TSFM),ORTCL: Towards Continual Learning of Time Series Foundation Models on Streaming Data via Orthogonal Rotation,Li Lin,arXiv preprint,2026,preprint,,10.1609/aaai.v40i28.39526,https://doi.org/10.1609/aaai.v40i28.39526,针对 TSFM 流式适配微调贵、编辑漂移特征空间的问题，提出 ORTCL：输入输出特征空间正交旋转的持续学习方法保持度量结构。
V2-264,4,时序基础模型(TSFM),Automated Model Selection for Multivariate Time Series Forecasting,Xiaoxuan Fan,arXiv preprint,2026,preprint,,10.1145/3774904.3792332,https://doi.org/10.1145/3774904.3792332,提出免大规模训练的多元预测模型选择方法：构建首个大型异构标注选择数据集 ModelPile（41 数据集 11 领域）按数据特征直接选模。
V2-265,4,时序基础模型(TSFM),Satellite-Text-Prompted Large Language Model for Photovoltaic Power Forecasting,Pengfei Jia,arXiv preprint,2026,preprint,,10.1609/aaai.v40i45.41207,https://doi.org/10.1609/aaai.v40i45.41207,提出光伏预测框架 PV-LLM：基于电站坐标与预报时刻构造时空文本提示，配模态专属编码与自适应提示微调注入预训练 LLM。
V2-266,4,时序基础模型(TSFM),DeepSenseMoE: Harnessing Power of Time Series Foundation Models for Few-Shot Human Activity Recognition,Zenan Fu,arXiv preprint,2026,preprint,,10.1609/aaai.v40i1.36990,https://doi.org/10.1609/aaai.v40i1.36990,针对可穿戴活动识别标注稀缺与传感器异构的问题，提出 DeepSenseMoE：多尺度卷积专家 MoE 参数高效微调通用 TSFM。
V2-267,5,数据污染/记忆化/成员推断/基准泄漏,"Multilingual Unlearning in LLMs: Transfer, Dynamics, and Reversibility",Chaoyi Xiang,ICML 2026,2026,CCF-A,2606.03291,,https://arxiv.org/abs/2606.03291,将 TOFU 遗忘基准扩展到五种语言研究多语言遗忘：发现遗忘迁移随文字/语系共享而增强，且遗忘主要作用于后期解码层。
V2-268,5,数据污染/记忆化/成员推断/基准泄漏,Memory-Distilled Selection for Noise-Robust Anomaly Detection,Sirojbek Safarov,ICML 2026,2026,CCF-A,2605.26676,,https://arxiv.org/abs/2605.26676,针对训练集含污染样本时异常检测退化的问题，提出记忆蒸馏选择算法 MeDS，用随机子采样部分记忆集成粗筛污染样本再蒸馏精调。
V2-269,5,数据污染/记忆化/成员推断/基准泄漏,"Before Forgetting, Learn to Remember: Revisiting Foundational Learning Failures in LVLM Unlearning Benchmarks",JuneHyoung Kwon,ACL 2026,2026,CCF-A,2605.03759,,https://arxiv.org/abs/2605.03759,指出现有 LVLM 遗忘基准存在目标信息记忆不足的一阶段失败，提出可靠的多跳多图记忆基准 ReMem 与量化擦除深度的 Exposure 指标。
V2-270,5,数据污染/记忆化/成员推断/基准泄漏,Revisiting Non-Verbatim Memorization in Large Language Models: The Role of Entity Surface Forms,Yuto Nishida,ACL 2026,2026,CCF-A,2604.21882,,https://arxiv.org/abs/2604.21882,提出 RedirectQA 数据集研究实体表面形式对 LLM 非逐字记忆的影响，发现仅改变实体名称即常翻转预测结果。
V2-271,5,数据污染/记忆化/成员推断/基准泄漏,Attention Smoothing Is All You Need For Unlearning,Saleh Zare Zade,ICLR 2026,2026,CCF-A,2603.01285,,https://arxiv.org/abs/2603.01285,针对遗忘方法在遗忘-效用间不稳定的问题，提出注意力平滑遗忘 ASU：以升温软化注意力的遗忘教师自蒸馏，抑制词汇与语义级关联。
V2-272,5,数据污染/记忆化/成员推断/基准泄漏,"No Caption, No Problem: Caption-Free Membership Inference via Model-Fitted Embeddings",Joonsung Jeon,ICLR 2026,2026,CCF-A,2602.22689,,https://arxiv.org/abs/2602.22689,针对现有扩散模型成员推断需真实描述文本的限制，提出免描述 MIA 框架 MoFit，构造过拟合于目标模型生成流形的合成条件输入。
V2-273,5,数据污染/记忆化/成员推断/基准泄漏,Anchored Decoding: Provably Reducing Copyright Risk for Any Language Model,Jacqueline He,ICML 2026,2026,CCF-A,2602.07120,,https://arxiv.org/abs/2602.07120,提出锚定解码：推理时将高风险 LM 的生成约束在许可训练安全 LM 的有界邻域内，带序列级保证地抑制逐字复制训练数据。
V2-274,5,数据污染/记忆化/成员推断/基准泄漏,Understanding or Memorizing? A Case Study of German Definite Articles in Language Models,Jonathan Drechsel,ACL 2026,2026,CCF-A,2601.09313,,https://arxiv.org/abs/2601.09313,以德语定冠词为例用梯度可解释性方法研究语言模型是规则泛化还是记忆，发现更新跨性/格设置泄漏，支持部分依赖记忆关联的结论。
V2-275,5,数据污染/记忆化/成员推断/基准泄漏,Detecting Data Contamination from Reinforcement Learning Post-training for Large Language Models,Yongding Tao,ICLR 2026,2026,CCF-A,2510.09259,,https://arxiv.org/abs/2510.09259,首个 RL 后训练阶段数据污染检测研究：基于 RL 后输出熵坍缩的观察提出 Self-Critique 检测方法。
V2-276,5,数据污染/记忆化/成员推断/基准泄漏,DyePack: Provably Flagging Test Set Contamination in LLMs Using Backdoors,Yize Cheng,EMNLP 2025,2025,CCF-B,2505.23001,,https://arxiv.org/abs/2505.23001,提出 DyePack：在基准测试集中混入多后门随机目标样本，无需模型内部信息即可标记训练用过测试集的模型并可计算精确假阳率。
V2-277,5,数据污染/记忆化/成员推断/基准泄漏,The Canary's Echo: Auditing Privacy Risks of LLM-Generated Synthetic Text,Matthieu Meeus,MLJ 2025,2025,CCF-B,2502.14921,10.48550/arXiv.2502.14921,https://arxiv.org/abs/2502.14921,设计针对 LLM 合成文本的成员推断攻击，证明仅凭合成数据即可泄漏微调训练数据信息，并揭示模型型 canary 在此场景次优。
V2-278,5,数据污染/记忆化/成员推断/基准泄漏,Does Forgetting Transfer Across Modalities? A Real-World Benchmark for Cross-Modal Knowledge Unlearning Evaluation,Chunlin Liu,arXiv preprint,2026,preprint,2608.03791,,https://arxiv.org/abs/2608.03791,提出跨模态知识遗忘基准 UNLINK-VL：以真实可视实体为遗忘目标关联图像与 Wikidata 多跳事实，评估遗忘的跨模态迁移。
V2-279,5,数据污染/记忆化/成员推断/基准泄漏,Secrets Everywhere: Auditing Memorization in Mobility Prediction Models,Anne Josiane Kouam,arXiv preprint,2026,preprint,2608.02052,,https://arxiv.org/abs/2608.02052,首个人类移动预测模型记忆化系统审计：针对轨迹的多尺度结构与缺乏随机性空间等挑战，规模化量化记忆风险。
V2-280,5,数据污染/记忆化/成员推断/基准泄漏,Toward Fine-Grained Forgetting:Attribute Unlearning for Multimodal Large Language Models,Junkai Lin,arXiv preprint,2026,preprint,2608.01008,,https://arxiv.org/abs/2608.01008,提出属性级多模态 LLM 遗忘任务与基准：要求遗忘指定属性而保留同一身份的其他信息，揭示残余泄漏与连带退化。
V2-281,5,数据污染/记忆化/成员推断/基准泄漏,Leak It: A Probabilistic Approach to Training-Data Extraction from Black-Box Language Models,Victor Maricato,arXiv preprint,2026,preprint,2608.00144,,https://arxiv.org/abs/2608.00144,以概率视角研究黑盒采样式训练数据泄漏：证明盲基线混淆了聚合 AUC 评测，而同一采样可对长尾文档实现逐字提取。
V2-282,5,数据污染/记忆化/成员推断/基准泄漏,TriShield: Zero-Utility-Loss Defense Against Privacy Backdoors in Federated Language Model Fine-Tuning via Orthogonal Gradient Projection and Optimizer State Entanglement,Cheng Wei,arXiv preprint,2026,preprint,2607.27940,,https://arxiv.org/abs/2607.27940,针对联邦微调中 NeuroImprint 隐私后门攻击，提出三层确定性防御 TriShield：正交梯度投影与优化器状态纠缠，零效用损失阻断重建。
V2-283,5,数据污染/记忆化/成员推断/基准泄漏,Bits and Memories: Measuring Verbatim Extraction Across LLM Quantization,Akshay Sasi,arXiv preprint,2026,preprint,2607.25451,,https://arxiv.org/abs/2607.25451,用 Pythia 已知记忆序列直接测量量化对逐字提取的影响，发现量化是选择性遗忘器：记忆比能力衰减更快。
V2-284,5,数据污染/记忆化/成员推断/基准泄漏,Towards Mechanistically Understanding Why Memorized Knowledge Fails to Generalize in Large Language Model Finetuning,Lu Dai,arXiv preprint,2026,preprint,2607.08393,,https://arxiv.org/abs/2607.08393,形式化 LLM 微调注入知识的知道-使用鸿沟，提出 self-patching 干预技术定位记忆表示未被路由到有效计算层的电路失配。
V2-285,5,数据污染/记忆化/成员推断/基准泄漏,The Poisoned Chalice of LLM Evaluation Report,Jonathan Katzy,arXiv preprint,2026,preprint,2607.07481,,https://arxiv.org/abs/2607.07481,组织首个 LLM 评测污染检测竞赛：将污染检测框架化为源代码上的白盒成员推断任务，推动无需完整语料的先验暴露检测。
V2-286,5,数据污染/记忆化/成员推断/基准泄漏,"Train Smarter, Not Longer: Memorization-Guided Data Reuse for Efficient LLM Training",Jingwei Zuo,arXiv preprint,2026,preprint,2607.04969,,https://arxiv.org/abs/2607.04969,基于损失保持动态的记忆窗口信号，提出记忆引导的数据复用训练范式，自适应决定 LLM 多轮训练的数据重放调度。
V2-287,5,数据污染/记忆化/成员推断/基准泄漏,PPE-Bench: A Benchmark for Evaluating MLLM Unlearning under Private-Public Entanglement,Xianren Zhang,arXiv preprint,2026,preprint,2607.02897,,https://arxiv.org/abs/2607.02897,针对私密-公共信息视觉纠缠下的 MLLM 遗忘评估，提出 PPE-Bench 基准：遗忘私人目标不应损害共现的公共上下文。
V2-288,5,数据污染/记忆化/成员推断/基准泄漏,Watermarking for Proprietary Dataset Protection,John Kirchenbauer,arXiv preprint,2026,preprint,2607.00325,,https://arxiv.org/abs/2607.00325,提出用输出水印放射性做训练数据集成员检测：与损失式成员推断对比，在子集暴露充分时可达相当检测性能。
V2-289,5,数据污染/记忆化/成员推断/基准泄漏,Amplifying Membership Signal Through Chained Regeneration,Wojciech Łapacz,arXiv preprint,2026,preprint,2606.31991,,https://arxiv.org/abs/2606.31991,提出模型无关的链式再生成框架 MADreMIA：以迭代生成轨迹放大成员信号，免影子模型增强各种访问级别的 MIA 与数据集推断。
V2-290,5,数据污染/记忆化/成员推断/基准泄漏,Decomposing Memorization Reduction in Privacy-Preserving Fine-Tuning of SLMs for CSIRTs,Cristhian Kapelinski,arXiv preprint,2026,preprint,2606.28479,,https://arxiv.org/abs/2606.28479,首个 DP-SGD 与 HMAC 假名化在 CSIRT 数据上微调小模型的交互实证研究：以 canary 与提取攻击审计记忆，发现优化器更新数是主因。
V2-291,5,数据污染/记忆化/成员推断/基准泄漏,Have You Ever Seen Them? Entity-level Membership Inference through Interrogating Large Language Models,Yiran Zhu,arXiv preprint,2026,preprint,2606.23030,,https://arxiv.org/abs/2606.23030,提出实体级成员推断：在仅标签黑盒设置下经审讯式提问判断目标实体信息是否被用于 LLM 训练，超越样本级范式。
V2-292,5,数据污染/记忆化/成员推断/基准泄漏,Uncertainty-based Debiasing and Unlearning for Decontamination,Guangzhi Sun,arXiv preprint,2026,preprint,2606.23313,,https://arxiv.org/abs/2606.23313,提出去污染的样本级评估框架（分布距离度量），并提出基于深度集成不确定性的去污染方法 UBD，无需未污染模型。
V2-293,5,数据污染/记忆化/成员推断/基准泄漏,Calibration Without Comprehension: Diagnosing the Limits of Fine-Tuning LLMs for Vulnerability Detection in Systems Software,Arastoo Zibaeirad,arXiv preprint,2026,preprint,2606.20502,,https://arxiv.org/abs/2606.20502,构建时间切分的内核漏洞检测框架 CWE-Trace，发现数据污染对 LLM 漏洞检测无可测收益：84% 名义污染样本无可用记忆信号。
V2-294,5,数据污染/记忆化/成员推断/基准泄漏,From Efficiency to Leakage -- Privacy Backdoor in Federated Language Model Fine-Tuning,Shanghao Shi,arXiv preprint,2026,preprint,2606.20553,,https://arxiv.org/abs/2606.20553,提出联邦 PEFT 隐私后门攻击 NeuroImprint：恶意服务器为每个训练样本分配专属记忆神经元，可高保真重建 59%-79% 客户数据。
V2-295,5,数据污染/记忆化/成员推断/基准泄漏,Output Vector Editing for Memorization Mitigation in Large Language Models,Ahmad Dawar Hakimi,arXiv preprint,2026,preprint,2606.18767,,https://arxiv.org/abs/2606.18767,针对神经元级记忆缓解只清零激活的局限，提出输出向量编辑：约束优化最小修改 MLP 神经元输出向量以重定向记忆续写。
V2-296,5,数据污染/记忆化/成员推断/基准泄漏,CheckMIABench: Firm Foundations For Membership Inference Attacks on Language Models,Jeffrey G. Wang,arXiv preprint,2026,preprint,2606.17464,,https://arxiv.org/abs/2606.17464,利用同一训练过程前后数据同分布的洞见，构建带中间检查点的 MIA 原则性评测基准 CheckMIABench，规避成员/非成员分布漂移。
V2-297,5,数据污染/记忆化/成员推断/基准泄漏,Loss Landscape Poisoning: Targeted Extraction of Unseen Training Data from LLMs,Md Abdullah Al Mamun,arXiv preprint,2026,preprint,2606.17110,,https://arxiv.org/abs/2606.17110,提出损失景观投毒攻击：通过投毒在目标补全处塑造尖锐损失极小值，诱导模型记忆攻击者无法访问的目标记录并可被提取。
V2-298,5,数据污染/记忆化/成员推断/基准泄漏,Phantoms and Disclosures: A Statistical Framework for Auditing Privacy in Synthetic Data,Kareem Amin,arXiv preprint,2026,preprint,2606.16952,,https://arxiv.org/abs/2606.16952,提出合成数据隐私统计审计框架：区分真实披露与幻影披露，经训练/保留集划分与假设检验对照零学习与 DP 基线。
V2-299,5,数据污染/记忆化/成员推断/基准泄漏,"On the Memorization Behavior of LLMs in Generative Recommendation: Observations, Implications, and Training Strategies",Sunwoo Kim,arXiv preprint,2026,preprint,2606.17276,,https://arxiv.org/abs/2606.17276,研究 LLM 生成式推荐中的一跳记忆行为：发现 LLM 相对非 LLM 基线的增益大多来自可经一跳记忆预测的用户，并提出训练策略。
V2-300,5,数据污染/记忆化/成员推断/基准泄漏,Detecting Functional Memorization in Code Language Models,Matthieu Meeus,arXiv preprint,2026,preprint,2606.12764,,https://arxiv.org/abs/2606.12764,提出功能性记忆检测：以中训/预训 Olmo-3 反事实设置对比文本与执行级相似度，证明代码模型存在超越逐字指标的功能逻辑记忆。
V2-301,5,数据污染/记忆化/成员推断/基准泄漏,Advancing the State-of-the-Art in Empirical Privacy Auditing,Nicole Mitchell,arXiv preprint,2026,preprint,2606.10481,,https://arxiv.org/abs/2606.10481,提出高温采样生成合成 canary 的经验隐私审计方法：canary 作为高影响离群点可重复插入且可检查，增强 MI/重建审计强度。
V2-302,5,数据污染/记忆化/成员推断/基准泄漏,Clinically Grounded Privacy Evaluation of Medical LMs,Sasha Ronaghi,arXiv preprint,2026,preprint,2606.09590,,https://arxiv.org/abs/2606.09590,提出临床落地的医疗语言模型隐私评估框架：按对抗访问梯度分层测量逐字记忆与敏感诊断语义泄漏（HIV AUROC 0.81）。
V2-303,5,数据污染/记忆化/成员推断/基准泄漏,Auditing Training Data in Domain-adapted LLMs: LoRA-MINT,Gonzalo Mancera,arXiv preprint,2026,preprint,2606.06946,,https://arxiv.org/abs/2606.06946,提出 LoRA-MINT：面向 LoRA 微调 LLM 的成员推断测试方法，基于困惑度与成员关系的系统框架审计训练数据暴露。
V2-304,5,数据污染/记忆化/成员推断/基准泄漏,LLMs Can Leak Training Data But Do They Want To? A Propensity-Aware Evaluation of Memorization in LLMs,Gianluca Barmina,arXiv preprint,2026,preprint,2606.06286,,https://arxiv.org/abs/2606.06286,提出倾向感知记忆评估框架 PropMe：区分可被强制提取（能力）与常规使用下自发泄漏（倾向），配 infini-gram 溯源管线。
V2-305,5,数据污染/记忆化/成员推断/基准泄漏,Divergence Decoding: Inference-Time Unlearning via Auxiliary Models,Humzah Merchant,arXiv preprint,2026,preprint,2605.31293,,https://arxiv.org/abs/2605.31293,提出推理时遗忘机制 Divergence Decoding：小型辅助模型在解码时引导 LLM logits 偏离目标数据，并可蒸馏回基模型。
V2-306,5,数据污染/记忆化/成员推断/基准泄漏,LaRA: Layer-wise Representation Analysis for Detecting Data Contamination in RL Post-Training,Minju Gwak,arXiv preprint,2026,preprint,2605.29888,,https://arxiv.org/abs/2605.29888,针对 RL 后训练中输出级污染检测信号失效的问题，提出 LaRA：以扰动敏感性、方向坍缩与局部刚性三个层级表示几何指标检测污染。
V2-307,5,数据污染/记忆化/成员推断/基准泄漏,Inferring the Size of Large Language Models From Popular Text Memorization,Ivica Nikolic,arXiv preprint,2026,preprint,2605.29223,,https://arxiv.org/abs/2605.29223,提出黑盒推断 LLM 参数量下界的方法：以经典文本逐词预测精度谱刻画记忆化程度，其上限受参数量约束。
V2-308,5,数据污染/记忆化/成员推断/基准泄漏,ReverseMath: Answer Inversion for Scalable and Verifiable Mathematical Problem Generation,Raoyuan Zhao,arXiv preprint,2026,preprint,2605.27709,,https://arxiv.org/abs/2605.27709,提出可扩展数学题生成方法 ReverseMath：答案反演构造新题分离推理与记忆，配对原/反转题揭示模型行为漂移。
V2-309,5,数据污染/记忆化/成员推断/基准泄漏,On the Robustness of Machine Unlearning for Vision-Language Models,Yujie Lin,arXiv preprint,2026,preprint,2605.26992,,https://arxiv.org/abs/2605.26992,首个 VLM 遗忘系统综述与鲁棒性分析：提出三种攻击范式检验遗忘知识可否经上下文提示或再训练复活，揭示多数方法只是隐藏而非移除。
V2-310,5,数据污染/记忆化/成员推断/基准泄漏,Visual-Noise Guided In-Context Distillation for Multimodal Large Language Model Unlearning,Junkai Chen,arXiv preprint,2026,preprint,2606.00105,,https://arxiv.org/abs/2606.00105,针对多模态 LLM 上下文遗忘不去参数级记忆且视觉输入可诱发回忆的问题，提出视觉噪声引导的上下文蒸馏遗忘方法。
V2-311,5,数据污染/记忆化/成员推断/基准泄漏,Reading the Finetuning Prior: Verbatim Content Recovery via Contrastive Decoding Diffing,Michał Brzozowski,arXiv preprint,2026,preprint,2605.25902,,https://arxiv.org/abs/2605.25902,提出黑盒模型差分方法 CDD：仅凭输出 logit 分布对比微调前后模型，绕过聊天模板放大差异，恢复被植入的逐字内容。
V2-312,5,数据污染/记忆化/成员推断/基准泄漏,Spiking the training data to correct for test set contamination,Johnny Tian-Zheng Wei,arXiv preprint,2026,preprint,2605.24818,,https://arxiv.org/abs/2605.24818,"提出""加标""训练数据校正测试集污染：以已知比例故意污染部分测试样例校准记忆化预测器，统计校正被抬高的测试分数。"
V2-313,5,数据污染/记忆化/成员推断/基准泄漏,Five Queries Are Enough: Query-Efficient and Surrogate-Free Membership Inference Attacks on RAG via Entailment,Nguyen Linh Bao Nguyen,arXiv preprint,2026,preprint,2605.24312,,https://arxiv.org/abs/2605.24312,提出查询高效的 RAG 成员推断攻击 MEntA：五次非模板化宽泛提问+自然语言蕴含度量即可判断文档是否在检索库中。
V2-314,5,数据污染/记忆化/成员推断/基准泄漏,Extracting Training Data from Diffusion Language Models via Infilling,Yihan Wang,arXiv preprint,2026,preprint,2605.24173,,https://arxiv.org/abs/2605.24173,提出面向扩散语言模型的 infilling 抽取协议：任意掩码几何参数化，边缘条件掩码逐字抽取量最高达前缀式三倍。
V2-315,5,数据污染/记忆化/成员推断/基准泄漏,"Pretraining Data Exposure in Large Language Models: A Survey of Membership Inference, Data Contamination, and Security Implications",Ziyi Tong,arXiv preprint,2026,preprint,2605.26133,,https://arxiv.org/abs/2605.26133,"首个统一""预训练数据暴露""框架的综述：整合成员推断与数据污染两条线，形式化暴露层级并综述攻防与实证发现。"
V2-316,5,数据污染/记忆化/成员推断/基准泄漏,The Illusion of Reasoning: Exposing Evasive Data Contamination in LLMs via Zero-CoT Truncation,Yifan Lan,arXiv preprint,2026,preprint,2605.21856,,https://arxiv.org/abs/2605.21856,揭示推理链会掩盖模型记忆的现象，提出黑盒检测 Zero-CoT Probe：截断 CoT 暴露潜在捷径映射以侦测规避式污染。
V2-317,5,数据污染/记忆化/成员推断/基准泄漏,Boundary-targeted Membership Inference Attacks on Safety Classifiers,Anthony Hughes,arXiv preprint,2026,preprint,2605.22373,,https://arxiv.org/abs/2605.22373,针对安全分类器隐私风险，提出边界定向成员推断：低置信样本反映记忆化解决歧义的局部泛化失败，放大成员信号。
V2-318,5,数据污染/记忆化/成员推断/基准泄漏,Memorization Dynamics of Fill-in-the-Middle Pretraining,Tobias von Arx,arXiv preprint,2026,preprint,2605.22981,,https://arxiv.org/abs/2605.22981,受控预训练比较 FIM 与自回归目标的逐字记忆动态：FIM 抽取量随重复次数近线性增长且强锚定于前缀上下文。
V2-319,5,数据污染/记忆化/成员推断/基准泄漏,Can Large Language Models Reliably Correct Errors in Low-Resource ASR? A Contamination-Aware Case Study on West Frisian,Yun Hao,arXiv preprint,2026,preprint,2605.19711,,https://arxiv.org/abs/2605.19711,在低资源弗里斯兰语 ASR 纠错上做污染感知评估：构造非公开离线测试集控制污染，验证 LLM 纠错增益为真实能力。
V2-320,5,数据污染/记忆化/成员推断/基准泄漏,Single-Sample Black-Box Membership Inference Attack against Vision-Language Models via Cross-modal Semantic Alignment,Jiaqing Li,arXiv preprint,2026,preprint,2605.17341,,https://arxiv.org/abs/2605.17341,提出单样本黑盒 VLM 成员推断框架：利用成员图像因训练记忆而具更强图文语义对齐的现象，免 logits 与大规模统计。
V2-321,5,数据污染/记忆化/成员推断/基准泄漏,Reasoners or Translators? Contamination-aware Evaluation and Neuro-Symbolic Robustness in Tax Law,Parisa Kordjamshidi,arXiv preprint,2026,preprint,2605.16052,,https://arxiv.org/abs/2605.16052,对税法推理做污染感知评估：证明污染可抬高成绩，并论证将法条译为形式表示交符号求解器的神经符号框架更稳健。
V2-322,5,数据污染/记忆化/成员推断/基准泄漏,Membership Inference Attacks on Discrete Diffusion Language Models,Shailesh Kasivelrajan,arXiv preprint,2026,preprint,2605.16445,,https://arxiv.org/abs/2605.16445,研究掩码扩散语言模型的成员推断：四种掩码比例重构损失构成 46 维特征训练分类器，AUC 0.878 远超灰盒基线并支持影子模型迁移。
V2-323,5,数据污染/记忆化/成员推断/基准泄漏,ASRU: Activation Steering Meets Reinforcement Unlearning for Multimodal Large Language Models,Jiahui Guang,arXiv preprint,2026,preprint,2605.15687,,https://arxiv.org/abs/2605.15687,针对多模态遗忘忽视遗忘后生成质量的问题，提出 ASRU：激活重定向诱导初始拒绝+定制奖励强化学习优化细粒度拒绝边界。
V2-324,5,数据污染/记忆化/成员推断/基准泄漏,Probing Privacy Leaks in LLM-based Code Generation via Test Generation,Yifei Ge,arXiv preprint,2026,preprint,2605.15248,,https://arxiv.org/abs/2605.15248,针对代码 LLM 隐私泄漏检测提示脱离真实语境的问题，提出测试驱动管线：自动隐私特征库引导测试生成以诱出记忆化 PII。
V2-325,5,数据污染/记忆化/成员推断/基准泄漏,DistractMIA: Black-Box Membership Inference on Vision-Language Models via Semantic Distraction,Hongyi Tang,arXiv preprint,2026,preprint,2605.12574,,https://arxiv.org/abs/2605.12574,提出仅凭输出的黑盒 VLM 成员推断框架 DistractMIA：插入已知语义干扰物，测量成员样本对原图语义的锚定强度差异。
V2-326,5,数据污染/记忆化/成员推断/基准泄漏,Inference-Time Machine Unlearning via Gated Activation Redirection,Vinícius Conte Turani,arXiv preprint,2026,preprint,2605.12765,,https://arxiv.org/abs/2605.12765,针对梯度式遗忘代价高且不可逆的问题，提出门控激活重定向的推理时遗忘：按输入门控干预避免全局引导向量的副作用。
V2-327,5,数据污染/记忆化/成员推断/基准泄漏,How Does Differential Privacy Affect Social Bias in LLMs? A Systematic Evaluation,Eduardo Tenorio,arXiv preprint,2026,preprint,2605.11195,,https://arxiv.org/abs/2605.11195,系统评估差分隐私对 LLM 社会偏见的影响：DP-SGD 降低句子评分偏见但不泛化到所有任务，降记忆不必然降不公。
V2-328,5,数据污染/记忆化/成员推断/基准泄漏,JUMP: Single-Pass Membership Inference on Fine-Tuned Diffusion Language Models,Yeachan Jun,arXiv preprint,2026,preprint,2607.16207,,https://arxiv.org/abs/2607.16207,提出扩散语言模型单次成员推断攻击 JUMP：任意序解码选低置信位置+并行解码单次联合掩码查询打分，大减查询数。
V2-329,5,数据污染/记忆化/成员推断/基准泄漏,PPU-Bench:Real World Benchmark for Personalized Partial Unlearning in Vision Language Models,Jiahui Guang,arXiv preprint,2026,preprint,2605.08800,,https://arxiv.org/abs/2605.08800,提出个性化部分遗忘基准 PPU-Bench：500 名公众人物 2.4 万样本三档难度，揭示完整遗忘常只抑制视觉身份而非事实知识。
V2-330,5,数据污染/记忆化/成员推断/基准泄漏,SHRED: Retain-Set-Free Unlearning via Self-Distillation with Logit Demotion,Zizhao Hu,arXiv preprint,2026,preprint,2605.07482,,https://arxiv.org/abs/2605.07482,提出免保留集遗忘方法 SHRED：以逐 token 信息量选择高信息遗忘位置，自蒸馏 logit 降级去除记忆而保语言能力。
V2-331,5,数据污染/记忆化/成员推断/基准泄漏,Membership Inference Attacks on Vision-Language-Action Models,Yuefeng Peng,arXiv preprint,2026,preprint,2605.07088,,https://arxiv.org/abs/2605.07088,首个 VLA 模型成员推断系统研究：形式化样本级与轨迹级两种设定，多访问机制下开发攻击套件揭示具身数据隐私风险。
V2-332,5,数据污染/记忆化/成员推断/基准泄漏,Pop Quiz Attack: Black-box Membership Inference Attacks Against Large Language Models,Zeyuan Chen,arXiv preprint,2026,preprint,2605.06423,,https://arxiv.org/abs/2605.06423,提出黑盒成员推断 PopQuiz：将目标数据改写为多选测验题从答案推断成员性，六个 LLM 上平均 AUC 0.873。
V2-333,5,数据污染/记忆化/成员推断/基准泄漏,Decoding Web Memorization: A Semantic Membership Inference Attack on LLMs,Zhiyao Wu,arXiv preprint,2026,preprint,,10.1145/3774904.3792151,https://doi.org/10.1145/3774904.3792151,针对 MIA 依赖表面形式导致语义保持样本漏检的问题，提出对抗语义成员推断 ASMIA：生成语义多样对抗样本+多层注意力特征对比分类。
V2-334,5,数据污染/记忆化/成员推断/基准泄漏,Privacy Leaks by Adversaries: Adversarial Iterations for Membership Inference Attack,Jingfeng Xue,arXiv preprint,2026,preprint,,10.1609/aaai.v40i42.40912,https://doi.org/10.1609/aaai.v40i42.40912,提出 IMIA：利用生成对抗样本所需迭代次数作为成员推断特征，替代传统基于后验置信度的攻击。
V2-335,5,数据污染/记忆化/成员推断/基准泄漏,Rethinking Membership Inference Attacks for CLIP,Lluís Gómez,arXiv preprint,2026,preprint,,10.1609/aaai.v40i25.39276,https://doi.org/10.1609/aaai.v40i25.39276,指出 CLIP 成员推断评测因跨语料构造沦为 OOD 检测，构建 CommonPool-L 分布匹配基准重新评估真实记忆信号。
V2-336,5,数据污染/记忆化/成员推断/基准泄漏,Mitigating Privacy Risks in Graph Condensation from a Hyperbolic Geometry Perspective,Yuecen Wei,arXiv preprint,2026,preprint,,10.1145/3770854.3780335,https://doi.org/10.1145/3770854.3780335,以定制 MIA 审计梯度匹配图凝结的隐私风险，揭示节点多样性提升会放大泄漏，并从双曲几何视角提出缓解。
